Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Locomotion,Arm Motion,Arm Object
1379620,711,325,691,111,56,-112,4,0,0
1379653,722,335,675,32,-13,-60,4,0,0
1379686,737,333,618,15,-7,-58,4,0,0
1379720,741,330,609,75,3,9,4,0,0
1379753,734,334,614,83,-30,55,4,0,0
1379786,706,325,617,111,-33,51,4,0,0
1379820,683,328,645,84,8,74,4,0,0
1379853,669,339,668,26,2,56,4,0,0
1379886,678,348,664,-51,26,22,4,0,0
1379920,715,328,647,-61,-23,-19,4,0,0
1379953,753,318,605,-42,-61,-39,4,0,0
1379986,751,306,579,11,-27,-25,4,0,0
1380020,729,333,567,42,13,35,4,0,0
1380053,695,347,603,94,65,83,4,0,0
1380086,669,336,670,84,5,70,4,0,0
1380120,679,328,669,-17,2,44,4,0,0
1380153,686,319,662,-64,33,37,4,0,0
1380186,732,313,616,-108,-61,-5,4,0,0
1380220,754,317,561,-17,-60,-56,4,0,0
1380253,730,331,567,93,-28,-10,4,0,0
1380286,699,352,624,80,39,60,4,0,0
1380320,692,346,647,60,24,117,4,0,0
1380353,699,311,656,-8,47,98,4,0,0
1380386,722,309,638,-32,46,68,4,0,0
1380420,736,317,621,-13,-36,1,4,0,0
1380453,730,327,630,-34,-70,13,4,0,0
1380486,727,331,626,-81,-44,67,4,0,0
1380520,722,330,617,-79,-11,139,4,0,0
1380553,721,317,614,-45,4,116,4,0,0
1380586,718,313,619,-35,-59,110,4,0,0
1380620,715,301,626,-69,-86,139,4,0,0
1380653,730,293,616,-70,-78,158,4,0,0
1380686,733,280,624,-83,-45,107,4,0,0
1380720,732,278,619,-54,-57,114,4,0,0
1380753,736,289,604,-67,-59,104,4,0,0
1380786,732,283,608,-82,-44,103,4,0,0
1380820,739,278,610,-74,-2,104,4,0,0
1380853,744,286,601,-49,-19,102,4,0,0
1380886,745,288,608,-34,-28,132,4,0,0
1380920,746,271,618,-35,-17,143,4,0,0
1380953,750,260,620,-64,-30,132,4,0,0
1380986,755,261,632,-65,6,145,4,0,0
1381020,760,255,635,-90,-49,141,4,0,0
1381053,768,254,635,-149,-21,190,4,0,0
1381086,771,255,630,-166,-23,191,4,0,0
1381120,773,247,634,-179,-57,183,4,0,0
1381153,767,234,636,-251,-34,229,4,0,0
1381186,753,219,618,-246,-21,253,4,0,0
1381220,758,206,611,-246,0,244,4,0,0
1381253,759,192,614,-229,-25,218,4,0,0
1381286,751,190,621,-244,-63,231,4,0,0
1381320,743,166,612,-235,-39,198,4,0,0
1381353,750,167,605,-200,-37,193,4,0,0
1381386,760,157,610,-169,-28,188,4,0,0
1381420,765,158,603,-149,-53,159,4,407,513
1381453,781,154,592,-119,-46,164,4,407,513
1381486,772,143,594,-126,-7,236,4,407,513
1381520,764,120,612,-162,9,204,4,407,513
1381553,762,115,618,-147,37,147,4,407,513
1381586,769,113,624,-79,48,115,4,407,513
1381620,775,106,647,-95,59,99,4,407,513
1381653,773,109,638,-129,41,73,4,407,513
1381686,779,97,630,-143,59,91,4,407,513
1381720,775,95,623,-122,33,47,4,407,513
1381753,770,102,627,-136,7,53,4,407,513
1381786,782,98,622,-134,-18,119,4,407,513
1381820,780,66,623,-146,2,130,4,407,513
1381853,773,75,631,-169,11,116,4,407,513
1381886,780,71,628,-148,6,104,4,407,513
1381920,773,65,630,-148,-32,76,4,407,513
1381953,780,63,619,-125,-32,104,4,407,513
1381986,779,61,612,-167,-4,153,4,407,513
1382020,796,53,631,-136,-4,171,4,407,513
1382053,798,33,635,-149,-48,149,4,407,513
1382086,792,33,636,-166,-17,173,4,407,513
1382120,791,26,621,-180,30,164,4,407,513
1382153,805,17,652,-220,140,185,4,407,513
1382186,798,11,677,-300,86,195,4,407,513
1382220,779,4,645,-305,53,160,4,407,513
1382253,767,-9,618,-277,31,139,4,407,513
1382286,759,16,615,-262,13,150,4,407,513
1382320,745,9,604,-233,0,165,4,407,513
1382353,741,-36,610,-208,15,166,4,407,513
1382386,750,-58,610,-199,-14,69,4,407,513
1382420,775,-50,601,-135,-18,31,4,407,513
1382453,781,-42,630,-122,3,14,4,407,513
1382486,786,-44,629,-129,-19,82,4,407,513
1382520,781,-63,607,-136,-4,76,4,407,513
1382553,779,-63,625,-93,36,86,4,407,513
1382586,781,-69,625,-106,26,77,4,407,513
1382620,783,-76,611,-74,-20,55,4,407,513
1382653,776,-85,607,-109,34,67,4,407,513
1382686,778,-81,622,-95,8,69,4,407,513
1382720,778,-86,607,-80,18,62,4,407,513
1382753,774,-84,608,-7,6,51,4,407,513
1382786,777,-108,612,-34,2,21,4,407,513
1382820,774,-97,628,-59,24,1,4,407,513
1382853,788,-72,608,-43,45,72,4,407,513
1382886,776,-90,622,-32,39,77,4,407,513
1382920,772,-124,630,-32,-27,33,4,407,513
1382953,772,-102,613,-61,0,4,4,407,513
1382986,773,-93,606,-34,0,35,4,407,513
1383020,783,-102,622,-13,19,38,4,407,513
1383053,778,-103,612,0,-25,61,4,407,513
1383086,777,-99,623,-13,18,8,4,407,513
1383120,781,-97,622,-3,-27,37,4,407,513
1383153,783,-109,620,-26,-12,22,4,407,513
1383186,779,-111,615,-5,-6,12,4,407,513
1383220,782,-91,618,-24,29,57,4,407,513
1383253,778,-105,612,0,34,36,4,407,513
1383286,779,-107,620,-7,1,46,4,407,513
1383320,779,-95,618,-33,-3,44,4,407,513
1383353,780,-104,619,-17,20,74,4,407,513
1383386,783,-103,619,-15,-1,53,4,407,513
1383419,788,-100,624,-17,-24,30,4,407,513
1383453,784,-110,625,-25,-9,16,4,407,513
1383486,787,-113,617,-69,20,33,4,407,513
1383519,784,-109,637,-80,16,47,4,407,513
1383553,784,-110,622,-141,-23,35,4,407,513
1383586,786,-110,627,-87,-26,46,4,407,513
1383619,792,-122,633,-139,-16,39,4,407,513
1383653,794,-125,640,-185,4,20,4,407,513
1383686,793,-127,607,-190,-36,78,4,407,513
1383719,787,-106,611,-206,-30,54,4,407,513
1383753,782,-123,610,-165,-84,55,4,407,513
1383786,784,-136,600,-165,-68,75,4,407,513
1383819,792,-143,590,-211,-31,82,4,407,513
1383853,788,-154,599,-200,-28,77,4,407,513
1383886,793,-147,597,-180,-17,87,4,407,513
1383919,797,-156,584,-159,-47,120,4,407,513
1383953,788,-180,589,-157,-47,97,4,407,513
1383986,800,-175,578,-187,-28,84,4,407,513
1384019,809,-174,583,-172,-26,132,4,407,513
1384053,806,-180,579,-172,-35,155,4,407,513
1384086,802,-199,580,-161,-45,132,4,407,513
1384119,799,-203,566,-151,-14,145,4,407,513
1384153,793,-206,573,-176,-15,177,4,407,513
1384186,798,-209,567,-170,-17,183,4,407,513
1384219,797,-222,558,-159,-2,171,4,407,513
1384253,779,-270,590,-142,-67,136,4,407,513
1384286,789,-216,568,-163,-78,172,4,407,513
1384319,785,-234,553,-175,-76,232,4,407,513
1384353,785,-247,546,-147,-62,196,4,407,513
1384386,766,-267,559,-169,-109,191,4,407,513
1384419,777,-282,535,-117,-94,144,4,407,513
1384453,772,-270,531,-106,-33,111,4,407,513
1384486,777,-281,558,-108,-15,136,4,407,513
1384519,787,-290,543,-136,-63,84,4,407,513
1384553,789,-303,528,-121,-55,72,4,407,513
1384586,784,-294,521,-95,-31,44,4,407,513
1384619,789,-295,521,-23,-50,71,4,407,513
1384653,777,-312,519,-89,-21,117,4,407,513
1384686,769,-328,522,-21,9,40,4,407,513
1384719,773,-310,517,-44,7,-3,4,407,513
1384753,779,-327,509,32,27,-64,4,407,513
1384786,776,-317,529,41,50,-84,4,407,513
1384819,780,-310,515,39,42,-94,4,407,513
1384853,773,-318,500,61,48,-127,4,407,513
1384886,749,-315,517,96,87,-187,4,407,513
1384919,750,-282,490,177,100,-281,4,407,513
1384953,734,-281,473,306,161,-324,4,407,513
1384986,709,-272,486,336,230,-441,4,407,513
1385019,729,-250,454,563,189,-603,4,407,513
1385053,725,-220,442,764,193,-703,4,407,513
1385086,733,-227,457,1006,282,-909,4,407,513
1385119,757,-131,562,1133,324,-1039,4,407,513
1385153,780,-108,583,1171,400,-1062,4,407,513
1385186,731,-129,696,1212,528,-1267,4,0,0
1385219,726,-97,949,998,419,-1583,4,413,513
1385253,756,-9,972,683,-28,-1921,4,413,513
1385286,821,33,833,605,-295,-2088,4,413,513
1385319,826,103,712,677,-434,-2188,4,413,513
1385353,827,245,634,700,-531,-2223,4,413,513
1385386,787,356,564,445,-599,-2179,4,413,513
1385419,758,427,433,13,-557,-2070,4,413,513
1385453,678,458,429,-190,-426,-1989,4,413,513
1385486,636,429,453,-330,-439,-2026,4,413,513
1385519,550,432,382,-120,-383,-2158,4,413,513
1385553,417,533,338,304,-127,-2198,4,413,513
1385586,395,626,335,445,69,-2166,4,413,513
1385619,323,725,327,507,262,-2156,4,413,513
1385653,299,841,430,502,376,-1948,4,413,513
1385686,281,937,508,539,221,-1707,4,413,513
1385719,267,897,500,1132,191,-1394,4,413,513
1385753,282,982,476,1213,161,-1292,4,413,513
1385786,222,1067,454,424,239,-1221,4,413,513
1385819,213,976,430,-224,346,-1172,4,413,513
1385853,25,1019,405,-127,325,-1016,4,413,513
1385886,11,1041,485,-338,312,-669,4,413,513
1385919,-6,935,533,-431,206,-434,4,413,513
1385953,26,944,550,-76,84,-269,4,413,513
1385986,58,872,517,368,46,-176,4,413,513
1386019,72,931,492,435,-13,-254,4,413,513
1386053,86,1025,420,-3,16,-164,4,413,513
1386086,72,896,385,-28,76,-104,4,413,513
1386119,63,847,420,49,129,-228,4,413,513
1386153,44,898,440,-297,90,-347,4,413,513
1386186,-23,1031,533,-406,-29,-43,4,413,513
1386219,-28,958,501,211,9,-65,4,413,513
1386253,68,948,385,-273,202,-221,4,413,513
1386286,28,892,532,-713,342,-353,4,413,513
1386319,-49,943,631,-426,106,-104,4,413,513
1386353,-39,936,535,424,-98,304,4,413,513
1386386,-208,843,571,951,-311,743,4,413,513
1386419,-262,1101,270,1751,-308,1453,4,413,513
1386453,-326,1344,272,1619,-17,2219,4,413,513
1386486,-245,1395,27,247,487,2958,4,412,513
1386519,-102,1196,161,-1572,1290,3213,4,412,513
1386553,34,855,361,-3382,1697,3057,4,412,513
1386586,181,355,603,-3615,1742,2535,4,412,513
1386619,271,64,728,-2725,1612,1861,4,412,513
1386653,334,-26,726,-1405,1329,857,4,412,513
1386686,359,227,663,-721,1172,156,4,412,513
1386719,356,172,506,-242,1100,-505,4,412,513
1386753,379,-264,657,898,875,-1481,4,412,513
1386786,343,153,802,1796,228,-2417,4,412,513
1386819,353,703,813,1451,-285,-2513,4,412,513
1386853,414,873,827,882,-527,-1937,4,412,513
1386886,402,715,777,576,-634,-1561,4,412,513
1386919,339,935,708,134,-579,-1208,4,412,513
1386953,275,814,666,-155,-334,-901,4,412,513
1386986,213,789,634,506,-64,-650,4,412,513
1387019,164,1000,615,1097,225,-245,4,412,513
1387053,136,983,852,283,298,241,4,412,513
1387086,87,877,784,-357,100,440,4,412,513
1387119,21,769,656,-198,257,432,4,412,513
1387153,-15,747,754,289,173,441,4,412,513
1387186,82,814,689,237,164,407,4,412,513
1387219,151,766,561,53,240,375,4,412,513
1387253,158,792,552,34,336,470,4,412,513
1387286,101,797,620,60,339,552,4,412,513
1387319,88,733,658,75,199,487,4,0,0
1387353,83,754,636,207,-5,356,4,0,0
1387386,89,740,579,162,-72,265,4,0,0
1387419,138,774,612,284,-170,228,4,0,0
1387453,160,792,583,189,-191,223,4,0,0
1387486,161,779,608,46,-186,234,4,0,0
1387519,152,827,619,69,-231,231,4,0,0
1387553,180,749,590,130,-238,188,4,0,0
1387586,193,820,571,10,-212,154,4,0,0
1387619,175,774,600,-23,-193,156,4,0,0
1387653,189,732,612,91,-224,138,4,0,0
1387686,187,755,572,60,-137,112,4,0,0
1387719,208,829,636,42,-202,186,4,0,0
1387753,254,772,600,187,-255,149,4,0,0
1387786,257,778,578,248,-237,122,4,0,0
1387819,244,757,575,308,-170,137,4,0,0
1387853,259,807,582,343,-108,250,4,0,0
1387886,268,774,555,308,-138,342,4,0,0
1387919,252,781,529,317,-144,372,4,405,502
1387953,257,807,512,293,-146,365,4,405,502
1387986,275,809,534,312,-153,419,4,405,502
1388019,295,806,521,302,-157,337,4,405,502
1388053,316,799,511,266,-154,309,4,405,502
1388086,353,817,502,317,-88,289,4,405,502
1388119,332,812,501,298,-88,256,4,405,502
1388153,349,857,491,65,-28,186,4,405,502
1388186,326,794,491,172,33,137,4,405,502
1388219,359,828,479,64,66,141,4,405,502
1388253,377,830,465,-22,85,123,4,405,502
1388286,412,786,440,170,54,28,4,405,502
1388319,372,821,518,621,13,-20,4,405,502
1388353,394,922,498,554,-99,104,4,405,502
1388386,458,910,389,252,-73,160,4,0,0
1388419,516,936,289,241,31,436,4,413,502
1388453,601,950,260,87,291,726,4,413,502
1388486,629,936,270,199,607,1155,4,413,502
1388519,691,842,243,519,750,1487,4,413,502
1388553,683,756,266,659,957,1703,4,413,502
1388586,590,696,362,671,1089,1698,4,413,502
1388619,540,677,371,322,1183,1575,4,413,502
1388653,428,603,351,385,1396,1409,4,413,502
1388686,323,682,368,775,1511,945,4,413,502
1388719,277,642,345,1180,1569,490,4,413,502
1388753,213,793,379,1731,1423,107,4,413,502
1388786,200,1012,570,1734,1088,-164,4,413,502
1388819,184,909,679,563,473,-175,4,413,502
1388853,225,764,409,674,97,-556,4,413,502
1388886,262,967,493,417,-155,-574,4,413,502
1388919,301,940,293,103,-285,-644,4,413,502
1388953,350,826,361,-19,-231,-630,4,413,502
1388986,398,839,344,-26,-258,-607,4,413,502
1389019,418,837,292,25,-197,-639,4,413,502
1389053,385,827,366,32,-196,-626,4,413,502
1389086,409,798,365,331,-243,-665,4,413,502
1389119,413,914,321,288,-194,-543,4,413,502
1389153,398,931,290,55,-8,-317,4,413,502
1389186,370,868,314,-8,22,-138,4,413,502
1389219,411,869,301,2,100,-4,4,413,502
1389253,199,963,630,-91,-67,80,4,413,502
1389286,379,935,422,44,-69,-19,4,413,502
1389319,362,939,270,33,-22,-5,4,413,502
1389353,361,955,325,-115,108,112,4,413,502
1389386,378,898,364,-174,157,190,4,413,502
1389419,385,811,311,-43,222,149,4,413,502
1389453,362,872,278,140,359,85,4,413,502
1389486,288,921,300,63,459,160,4,413,502
1389519,240,837,354,55,423,175,4,413,502
1389553,226,857,351,46,186,85,4,413,502
1389586,181,876,390,97,-92,-13,4,413,502
1389619,249,950,311,81,-307,-58,4,413,502
1389653,331,977,324,26,-169,31,4,413,502
1389686,447,905,347,-30,-30,78,4,413,502
1389719,364,879,363,-16,111,103,4,413,502
1389753,393,796,247,92,353,-41,4,413,502
1389786,317,893,345,59,476,-89,4,413,502
1389819,216,892,395,2,344,-32,4,413,502
1389853,206,933,354,42,94,0,4,413,502
1389886,222,958,407,-57,-186,124,4,413,502
1389919,197,813,414,-76,-475,46,4,0,0
1389953,231,962,448,-112,-672,-41,4,0,0
1389986,277,974,406,-328,-918,-38,4,0,0
1390019,319,1016,354,-447,-1110,52,4,0,0
1390053,407,878,217,-723,-792,190,4,0,0
1390086,496,799,317,-441,-422,171,4,0,0
1390119,527,879,406,-177,-489,299,4,0,0
1390153,484,862,344,-318,-344,466,4,0,0
1390186,419,798,334,-514,-197,411,4,0,0
1390219,407,928,390,-602,-208,440,4,0,0
1390253,374,825,389,-454,-271,490,4,0,0
1390286,373,762,361,-347,-245,353,4,0,0
1390319,368,795,324,-426,-159,219,4,0,0
1390353,367,806,384,-449,-30,252,4,0,0
1390386,372,713,460,-378,-163,40,4,0,0
1390419,404,691,419,-140,-260,-148,4,0,0
1390453,457,779,372,-87,-172,-240,4,0,0
1390486,477,729,448,-26,-212,-250,4,0,0
1390519,447,730,428,75,-402,-370,4,0,0
1390553,460,818,353,257,-474,-323,4,0,0
1390586,455,734,423,235,-543,-229,4,0,0
1390619,416,627,498,492,-784,-397,4,0,0
1390653,452,607,355,1168,-1098,-485,4,0,0
1390686,499,812,70,1525,-891,-678,4,0,0
1390719,540,1107,-63,542,-153,-558,4,0,0
1390753,680,1231,-63,-389,649,-87,4,0,0
1390786,709,1110,36,-476,1335,699,4,0,0
1390819,650,902,375,-293,1609,1123,4,0,0
1390853,487,1009,614,-670,1606,1436,4,0,0
1390886,444,871,552,-1133,1410,1559,4,0,0
1390919,428,758,605,-1149,1098,1392,4,413,502
1390953,437,708,453,-1264,663,1213,4,413,502
1390986,376,442,240,-844,755,1064,4,413,502
1391019,342,348,415,-24,778,460,4,413,502
1391053,334,644,480,92,448,236,4,413,502
1391086,433,664,508,345,374,261,4,413,502
1391119,429,606,655,280,76,208,4,413,502
1391153,505,621,606,258,-59,134,4,413,502
1391186,535,671,533,420,92,5,4,413,502
1391219,557,641,490,454,320,-10,4,413,502
1391253,546,706,536,464,372,-57,4,413,502
1391286,474,721,622,467,291,-34,4,413,502
1391319,515,770,522,152,206,-38,4,413,502
1391353,491,693,541,43,183,19,4,413,502
1391386,417,718,569,18,-21,66,4,413,502
1391419,431,601,495,172,30,-51,4,413,502
1391453,490,797,503,93,19,-31,4,413,502
1391486,506,707,544,-87,38,79,4,413,502
1391519,480,712,622,-203,-58,105,4,413,502
1391553,451,718,664,-348,-316,65,4,413,502
1391586,449,693,676,-244,-630,-7,4,413,502
1391619,385,677,680,147,-959,-6,4,413,502
1391653,412,625,592,240,-1165,-33,4,413,502
1391686,456,804,441,76,-1141,-109,4,413,502
1391719,510,780,375,-33,-927,-80,4,413,502
1391753,514,756,479,-88,-1014,-43,4,413,502
1391786,528,746,446,-333,-1200,-56,4,413,502
1391819,558,747,397,-861,-1241,-57,4,413,502
1391853,554,695,352,-960,-1311,-184,4,413,502
1391886,571,704,291,-857,-1237,-331,4,413,502
1391919,596,695,262,-841,-1006,-471,4,0,0
1391953,595,652,260,-788,-791,-744,4,0,0
1391986,571,680,275,-741,-609,-863,4,0,0
1392019,544,693,295,-582,-558,-925,4,0,0
1392053,548,696,281,-405,-544,-950,4,0,0
1392086,538,700,301,-256,-598,-969,4,0,0
1392119,545,697,294,-37,-672,-1011,4,0,0
1392153,552,732,248,117,-700,-1046,4,0,0
1392186,554,736,187,402,-581,-1061,4,0,0
1392219,540,757,231,538,-411,-1156,4,0,0
1392253,551,820,233,683,-323,-1095,4,0,0
1392286,553,857,266,591,-303,-915,4,0,0
1392319,574,914,254,400,-220,-626,4,0,0
1392353,585,885,285,271,-190,-389,4,0,0
1392386,582,881,257,254,-153,-215,4,0,0
1392419,564,889,278,314,-141,-121,4,0,0
1392453,561,891,232,263,16,-29,4,0,0
1392486,546,880,216,272,185,38,4,0,0
1392519,519,866,199,299,326,106,4,0,0
1392553,482,867,182,316,411,87,4,0,0
1392586,460,824,177,370,452,51,4,0,0
1392619,440,871,84,465,499,34,4,0,0
1392653,429,940,77,511,691,105,4,0,0
1392686,439,984,87,496,772,284,4,0,0
1392719,419,761,132,654,851,280,4,0,0
1392753,346,846,203,1069,608,46,4,0,0
1392786,394,1007,98,1056,585,71,4,0,0
1392819,328,999,150,821,431,165,4,0,0
1392853,316,1032,113,719,217,197,4,0,0
1392886,328,1066,55,438,195,345,4,0,0
1392919,349,983,105,36,199,341,4,0,0
1392953,388,972,103,-97,148,320,4,0,0
1392986,425,927,91,-303,250,321,4,0,0
1393019,430,848,105,-313,275,270,4,0,0
1393053,461,788,97,-134,246,74,4,0,0
1393086,426,830,150,4,196,62,4,0,0
1393119,437,769,97,139,38,-44,4,0,0
1393153,475,869,23,249,87,-5,4,0,0
1393186,480,870,66,383,108,37,4,0,0
1393219,451,881,126,336,110,112,4,0,0
1393253,442,830,117,335,45,17,4,0,0
1393286,451,966,65,269,19,42,4,0,0
1393319,442,971,61,116,20,120,4,0,0
1393353,467,932,61,-45,-3,182,4,0,0
1393386,466,866,84,-92,-41,149,4,0,0
1393419,500,883,32,6,-28,98,4,0,0
1393453,484,854,77,4,80,84,4,0,0
1393486,494,857,60,55,106,43,4,0,0
1393519,469,850,49,79,216,42,4,0,0
1393553,457,885,79,134,152,-38,4,0,0
1393586,512,956,30,46,191,97,4,0,0
1393619,481,924,95,-58,228,192,4,0,0
1393653,503,870,84,-96,212,213,4,0,0
1393686,479,845,101,-49,230,145,4,0,0
1393719,450,853,120,-95,142,75,4,0,0
1393753,487,882,100,-133,100,78,4,0,0
1393786,535,883,113,-220,43,122,4,0,0
1393819,589,893,131,-359,45,189,4,0,0
1393853,615,875,146,-397,110,220,4,0,0
1393886,642,891,178,-478,315,304,4,0,0
1393919,588,827,269,-532,217,252,4,0,0
1393953,639,813,175,-457,179,166,4,0,0
1393986,611,855,127,-406,270,244,4,0,0
1394019,627,812,104,-353,318,360,4,0,0
1394053,610,821,141,-267,335,397,4,0,0
1394086,672,783,182,-245,169,432,4,0,0
1394119,664,745,93,-274,210,554,4,0,0
1394153,615,715,161,-119,407,568,4,0,0
1394186,534,747,265,75,371,519,4,0,0
1394219,531,695,209,353,280,394,4,0,0
1394253,506,777,223,188,256,212,4,0,0
1394286,467,829,322,69,158,33,4,0,0
1394319,478,801,302,-94,24,-29,4,0,0
1394353,469,763,281,-22,102,-219,4,0,0
1394386,509,816,313,61,149,-326,4,0,0
1394419,535,754,404,-127,-10,-384,4,0,0
1394453,593,787,325,-141,-88,-405,4,0,0
1394486,581,786,99,-60,128,-348,4,0,0
1394519,423,783,148,-462,435,-406,4,0,0
1394553,393,573,340,-241,437,-623,4,0,0
1394586,383,716,380,591,120,-726,4,0,0
1394619,395,888,310,525,-55,-633,4,0,0
1394653,372,935,303,3,-55,-425,4,0,0
1394686,411,965,264,-60,-69,-135,4,0,0
1394719,452,976,266,-167,18,115,4,0,0
1394753,470,850,306,-409,13,88,4,0,0
1394786,471,915,296,-249,44,117,4,0,0
1394819,434,894,331,-406,91,223,4,0,0
1394853,474,866,363,-496,90,210,4,0,0
1394886,474,808,378,-504,53,205,4,0,0
1394919,535,834,320,-581,119,262,4,0,0
1394953,523,812,302,-829,241,284,4,0,0
1394986,483,782,388,-1161,310,252,4,0,0
1395019,470,760,451,-1416,111,274,4,0,0
1395053,457,707,461,-1145,142,214,4,0,0
1395086,433,636,531,-760,81,255,4,0,0
1395119,409,669,513,-491,-64,295,4,0,0
1395153,412,696,496,-361,-146,324,4,0,0
1395186,442,666,528,-109,-158,335,4,0,0
1395219,480,725,537,168,-163,400,4,0,0
1395253,509,729,504,181,-127,383,4,0,0
1395286,541,622,465,74,14,261,4,0,0
1395319,554,569,501,125,33,74,4,0,0
1395353,535,713,540,124,57,71,4,0,0
1395386,516,718,525,51,44,161,4,0,0
1395419,533,648,524,-56,-18,110,4,0,0
1395453,533,600,555,-141,-65,41,4,0,0
1395486,502,637,562,19,-209,8,4,0,0
1395519,432,725,583,-159,-293,27,4,0,0
1395553,319,756,732,-755,-588,106,4,0,0
1395586,336,613,733,-1114,-896,-140,4,0,0
1395619,341,651,830,-1394,-1115,-445,4,0,0
1395653,350,659,830,-1924,-1582,-745,4,0,0
1395686,380,646,720,-2276,-1862,-1124,4,0,0
1395719,429,625,605,-2346,-1984,-1411,4,405,507
1395753,506,629,541,-2253,-1945,-1643,4,405,507
1395786,545,634,485,-2308,-1953,-1849,4,405,507
1395819,599,638,375,-2332,-1782,-2081,4,405,507
1395853,667,552,306,-2024,-1435,-2228,4,405,507
1395886,727,477,239,-1417,-1083,-2403,4,405,507
1395919,768,502,179,-575,-726,-2441,4,405,507
1395953,749,669,104,-107,-372,-2167,4,405,507
1395986,644,834,146,-151,81,-1783,4,405,507
1396019,572,868,330,-10,243,-1244,4,405,507
1396053,599,805,429,399,126,-855,4,405,507
